order_id,customer_id,product_id,quantity,price,order_date,status
ORD_00240,CUST_0157,PROD_015,3,319.52,2026-03-02,refunded
ORD_00241,CUST_0180,PROD_020,14,62.75,2026-03-08,completed
ORD_00242,CUST_0010,PROD_020,16,62.48,2025-10-10,pending
ORD_00243,CUST_0138,PROD_009,13,229.55,2025-06-16,refunded
ORD_00244,CUST_0151,PROD_048,5,443.28,2025-05-12,completed
ORD_00245,CUST_0126,PROD_040,14,469.83,2025-10-13,cancelled
ORD_00246,CUST_0009,PROD_045,12,112.55,2026-02-02,refunded
ORD_00247,CUST_0061,PROD_024,4,490.56,2025-10-13,cancelled
ORD_00248,CUST_0140,PROD_042,12,34.97,2026-02-17,cancelled
ORD_00249,CUST_0049,PROD_008,15,50.38,2025-06-17,pending
ORD_00250,CUST_0165,PROD_041,20,485.69,2026-01-06,completed
ORD_00251,CUST_0086,PROD_016,5,394.55,2025-06-08,pending
ORD_00252,CUST_0018,PROD_049,18,107.54,2025-09-10,pending
ORD_00253,CUST_0060,PROD_022,5,395.38,2025-06-22,completed
ORD_00254,CUST_0071,PROD_010,5,272.41,2026-02-05,pending
ORD_00255,CUST_0029,PROD_043,1,70.24,2026-03-25,cancelled
ORD_00256,CUST_0061,PROD_038,11,12.81,2025-10-01,cancelled
ORD_00257,CUST_0014,PROD_009,14,265.41,2026-01-27,completed
ORD_00258,CUST_0122,PROD_029,12,259.05,2026-04-03,completed
ORD_00259,CUST_0116,PROD_033,8,472.98,2026-04-13,completed
ORD_00260,CUST_0187,PROD_043,17,154.31,2026-03-17,completed
ORD_00261,CUST_0016,PROD_031,13,216.01,2026-01-05,completed
ORD_00262,CUST_0126,PROD_046,15,41.38,2026-03-09,completed
ORD_00263,CUST_0083,PROD_039,5,37.51,2025-05-06,cancelled
ORD_00264,CUST_0160,PROD_041,19,276.44,2025-09-18,cancelled
ORD_00265,CUST_0098,PROD_039,17,150.97,2025-09-12,refunded
ORD_00266,CUST_0026,PROD_045,4,427.13,2026-03-04,pending
ORD_00267,CUST_0111,PROD_029,8,209.84,2026-04-04,refunded
ORD_00268,CUST_0103,PROD_027,4,159.71,2025-11-17,cancelled
ORD_00269,CUST_0171,PROD_017,12,477.03,2025-09-05,refunded
ORD_00270,CUST_0018,PROD_006,3,51.15,2026-01-11,completed
ORD_00271,CUST_0191,PROD_048,12,406.83,2025-09-27,completed
ORD_00272,CUST_0151,PROD_036,18,168.17,2025-10-02,completed
ORD_00273,CUST_0106,PROD_023,14,434.71,2025-10-17,completed
ORD_00274,CUST_0074,PROD_039,10,179.06,2026-04-25,pending
ORD_00275,CUST_0040,PROD_043,16,116.0,2025-11-15,completed
ORD_00276,CUST_0090,PROD_036,12,61.87,2026-05-03,cancelled
ORD_00277,CUST_0147,PROD_015,14,423.35,2025-08-11,completed
ORD_00278,CUST_0156,PROD_043,9,19.33,2025-11-05,cancelled
ORD_00279,CUST_0180,PROD_049,10,461.16,2026-03-15,cancelled
ORD_00280,CUST_0002,PROD_012,5,285.33,2025-12-11,refunded
ORD_00281,CUST_0018,PROD_010,1,50.42,2025-10-26,pending
ORD_00282,CUST_0097,PROD_027,15,173.74,2025-10-14,cancelled
ORD_00283,CUST_0080,PROD_047,11,389.53,2025-08-30,completed
ORD_00284,CUST_0014,PROD_010,6,378.45,2025-09-11,completed
ORD_00285,CUST_0173,PROD_006,9,224.34,2026-03-26,refunded
ORD_00286,CUST_0125,PROD_039,15,210.02,2025-09-26,pending
ORD_00287,CUST_0194,PROD_033,4,175.86,2025-10-08,completed
ORD_00288,CUST_0073,PROD_044,19,245.88,2025-11-10,cancelled
ORD_00289,CUST_0012,PROD_015,13,492.3,2025-05-11,completed
ORD_00290,CUST_0002,PROD_014,10,472.94,2025-05-23,pending
ORD_00291,CUST_0196,PROD_017,10,167.42,2025-10-31,completed
ORD_00292,CUST_0128,PROD_048,14,91.97,2025-07-08,refunded
ORD_00293,CUST_0137,PROD_046,8,252.63,2025-11-13,cancelled
ORD_00294,CUST_0019,PROD_026,2,220.93,2025-06-08,refunded
ORD_00295,CUST_0020,PROD_021,19,217.5,2026-04-10,refunded
ORD_00296,CUST_0182,PROD_041,14,148.31,2025-11-30,refunded
ORD_00297,CUST_0006,PROD_021,6,401.65,2025-12-23,refunded
ORD_00298,CUST_0177,PROD_024,3,221.17,2026-04-20,completed
ORD_00299,CUST_0063,PROD_028,19,203.22,2026-01-05,completed
ORD_00300,CUST_0102,PROD_020,11,114.68,2026-03-21,pending
ORD_00301,CUST_0020,PROD_033,4,267.65,2026-02-14,pending
ORD_00302,CUST_0199,PROD_023,12,365.05,2026-04-09,pending
ORD_00303,CUST_0061,PROD_007,5,131.7,2025-10-01,pending
ORD_00304,CUST_0155,PROD_010,3,92.69,2025-08-23,refunded
ORD_00305,CUST_0119,PROD_049,19,381.14,2025-08-29,refunded
ORD_00306,CUST_0175,PROD_037,20,164.99,2025-11-21,cancelled
ORD_00307,CUST_0039,PROD_029,3,237.12,2025-05-26,cancelled
ORD_00308,CUST_0071,PROD_038,2,179.21,2025-10-11,completed
ORD_00309,CUST_0080,PROD_030,15,23.62,2026-02-25,cancelled
ORD_00310,CUST_0074,PROD_005,3,309.43,2026-04-21,refunded
ORD_00311,CUST_0119,PROD_038,18,477.34,2026-03-06,completed
ORD_00312,CUST_0116,PROD_037,7,164.16,2025-11-30,refunded
ORD_00313,CUST_0129,PROD_010,2,228.01,2025-09-22,cancelled
ORD_00314,CUST_0183,PROD_006,17,324.83,2026-02-06,completed
ORD_00315,CUST_0064,PROD_046,15,495.54,2025-10-03,pending
ORD_00316,CUST_0094,PROD_024,10,196.77,2025-06-01,cancelled
ORD_00317,CUST_0174,PROD_039,2,395.67,2025-05-31,cancelled
ORD_00318,CUST_0017,PROD_022,4,281.19,2026-01-27,refunded
ORD_00319,CUST_0073,PROD_017,20,437.27,2026-04-21,cancelled
ORD_00320,CUST_0021,PROD_038,5,458.79,2025-07-02,cancelled
ORD_00321,CUST_0168,PROD_045,13,68.83,2025-09-05,completed
ORD_00322,CUST_0080,PROD_036,13,323.53,2025-07-05,cancelled
ORD_00323,CUST_0033,PROD_043,17,51.26,2025-11-24,refunded
ORD_00324,CUST_0131,PROD_024,1,184.49,2025-07-17,pending
ORD_00325,CUST_0055,PROD_022,16,100.04,2025-11-07,pending
ORD_00326,CUST_0040,PROD_005,10,422.99,2025-12-25,completed
ORD_00327,CUST_0130,PROD_050,18,418.38,2025-09-15,completed
ORD_00328,CUST_0170,PROD_022,20,69.87,2025-08-14,refunded
ORD_00329,CUST_0040,PROD_011,6,416.52,2026-02-17,pending
ORD_00330,CUST_0185,PROD_029,2,208.38,2025-10-31,pending
ORD_00331,CUST_0114,PROD_040,10,377.43,2025-10-24,refunded
ORD_00332,CUST_0060,PROD_035,8,158.19,2025-08-15,refunded
ORD_00333,CUST_0050,PROD_024,19,492.3,2026-03-04,refunded
ORD_00334,CUST_0197,PROD_019,13,253.94,2025-08-04,refunded
ORD_00335,CUST_0042,PROD_013,20,73.51,2026-01-29,cancelled
ORD_00336,CUST_0014,PROD_042,16,437.69,2025-08-20,completed
ORD_00337,CUST_0183,PROD_034,4,146.11,2025-08-04,pending
ORD_00338,CUST_0070,PROD_029,17,77.94,2026-03-01,refunded
ORD_00339,CUST_0024,PROD_015,15,442.89,2025-10-16,completed
ORD_00340,CUST_0107,PROD_004,13,253.49,2025-08-06,pending
ORD_00341,CUST_0099,PROD_006,12,116.15,2026-02-02,cancelled
ORD_00342,CUST_0026,PROD_046,11,396.73,2025-11-03,pending
ORD_00343,CUST_0010,PROD_019,16,349.56,2025-05-03,pending
ORD_00344,CUST_0195,PROD_046,16,227.06,2025-06-14,completed
ORD_00345,CUST_0021,PROD_002,9,111.75,2025-06-27,pending
ORD_00346,CUST_0141,PROD_047,20,266.25,2026-01-08,completed
ORD_00347,CUST_0199,PROD_019,8,154.07,2026-03-20,completed
ORD_00348,CUST_0062,PROD_027,20,231.27,2026-04-09,completed
ORD_00349,CUST_0128,PROD_039,18,13.14,2025-10-21,pending
ORD_00350,CUST_0184,PROD_010,10,217.47,2026-04-22,cancelled
ORD_00351,CUST_0062,PROD_037,14,97.72,2025-09-05,completed
ORD_00352,CUST_0135,PROD_024,3,476.93,2025-10-19,completed
ORD_00353,CUST_0100,PROD_031,2,319.66,2025-10-24,cancelled
ORD_00354,CUST_0065,PROD_048,1,181.76,2025-10-30,completed
ORD_00355,CUST_0089,PROD_016,4,386.89,2026-01-20,cancelled
ORD_00356,CUST_0035,PROD_003,12,275.28,2025-08-07,pending
ORD_00357,CUST_0200,PROD_044,15,490.51,2025-10-27,refunded
ORD_00358,CUST_0162,PROD_012,5,36.23,2025-09-30,refunded
ORD_00359,CUST_0010,PROD_019,7,26.68,2025-05-19,pending
ORD_00360,CUST_0011,PROD_021,10,260.11,2025-10-07,refunded
ORD_00361,CUST_0065,PROD_003,7,146.62,2025-09-03,completed
ORD_00362,CUST_0168,PROD_022,9,66.62,2025-07-28,cancelled
ORD_00363,CUST_0112,PROD_026,15,447.85,2025-10-07,refunded
ORD_00364,CUST_0087,PROD_012,16,347.57,2025-06-07,cancelled
ORD_00365,CUST_0133,PROD_018,3,364.91,2025-09-13,completed
ORD_00366,CUST_0111,PROD_039,6,275.01,2026-04-23,cancelled
ORD_00367,CUST_0027,PROD_006,11,332.16,2025-07-14,cancelled
ORD_00368,CUST_0115,PROD_039,14,87.49,2025-08-29,refunded
ORD_00369,CUST_0090,PROD_029,2,364.77,2025-09-14,cancelled
ORD_00370,CUST_0158,PROD_028,9,321.54,2026-02-08,completed
ORD_00371,CUST_0020,PROD_043,13,184.84,2025-09-06,pending
ORD_00372,CUST_0008,PROD_010,20,340.65,2026-03-23,refunded
ORD_00373,CUST_0009,PROD_009,3,121.82,2025-07-07,cancelled
ORD_00374,CUST_0093,PROD_025,19,21.03,2025-08-31,pending
ORD_00375,CUST_0174,PROD_029,12,189.15,2025-12-22,completed
ORD_00376,CUST_0147,PROD_009,17,186.64,2025-07-03,cancelled
ORD_00377,CUST_0167,PROD_018,8,480.46,2025-08-05,completed
ORD_00378,CUST_0189,PROD_012,16,261.28,2025-10-22,completed
ORD_00379,CUST_0068,PROD_050,9,353.5,2026-03-23,pending
